document_id,cleaned_review,sentiment
807,opinion overrated film time overrated story overrated person america infamous home grown terrorist played overrated actor marlon brando almost nothing left juicy stud made lip wet streetcar called desire rather fine adaption anyway colorful book playground impressive group talent movie much else offer one actor hisher best technically coppola genious best dimension director film always lack rd dimension youre coming great frank exactly trying say,positive
808,film pretty much perfection craft every single aspect godfather outstanding many iconic line moment throughout movie replicated entrenched culture year,positive
809,favourite decade film new breed cinema began started godfather ended apocalypse directed master coppolla inbetween many film ranging innovative thriller stunning comic book picturesuperman horror romance etc etc guy gal always decade cinema taken massive change dont get wrong love decade question took bigger step godfather storytelling finest cant get better actually godfather part film stunning amazing breathtaking nearperfection performance stunning every person picture amazing really drew world marlon brando amazing one couldve made role work paper brandos role simple execution could done marlon masterful storytelling crafted mario puzo francis coppolla hit right note francis directs scene stunning authority production value breathtaking authentic every person film deserves hand let forget unforgettable score nina rota wont tell story film justice watch always worth watching every year film take multiple viewing understand character saga continues godfather part masterpiece,positive
810,title say yo movie boring actually decide watch piece contemplate purchasing pair noise canceling headphone blindfold seriously im super serious guy movie super annoying like seriously remember scene airplane woman literally dy boredom son dont listen decide watch movie im trying guy favor would really write sht didnt care well also way pause exactly scream glory satan get one million dollar kidding screw peter pan kid annoying like movie,negative
811,mafia epic others measured maybe even greatest film time dont think thats fair judgment cast either case francis coppola muchheralded masterwork jumbosized without good reason still delivers sheer ambition godfather sight behold packed full strong character complicated choice bitter twist fate grand decadesspanning arc close cinema ever come matching rich chewy abundance great novel even skim year third act treated layer upon layer comprehensivelydefined individual even ancillary role strikingly complex dynasty center corleones crucially diverse group distinct also alike fundamentally familiar despite offputting nature family business sonny hotheaded heir apparent fredo kowtowed black sheep vito rational wellcomposed patriarch michael intellectual firebrand lofty ideal retrospect path obvious heat moment shocked every twist knife moment deep contemplation contrast explosion spontaneous violence loud illustration literal dogeatdog nature particular line work coppola wrangle everything like illustrated puppetmaster married franchise logo precisely orchestrated timed peak efficiency yet somehow never grows formulaic loses touch essentially human organic pulse wasted movement missed opportunity achievement complete film magnitude accomplished year time first day filming opening day cinema absolutely baffling,positive
812,movie best movie seen forever wish someone make series collection,positive
813,best movie ever seen awesome acting al pacino marlon berando great great great,positive
814,godfather film detailing struggle mafia family postworld war ii new york city changed face cinema forever also resurrected genre dead since howard hughes mafia opus scarface hit silver screen directed thennovice francis ford coppola future mastermind behind apocalypse tucker youth without youth godfather demonstrates poise expertise writing directing also acting coppola put career line fighting power hungry studio executive get actor felt fit role al pacino michael corleone youngest son vito corleone expertly immerses character way walk talk carry even shoot gun famous gun behind toilet assassination scene marlon brando elder corleone give one greatest performance cinematic history robert duvall mildmannered family consigliere tom hagen james caan hotheaded santino sonny corleone every part well cast executed perfection acting writing directing topnotch way film carried great setting music feeling authenticity michael travel picturesque hill sicily speak softly love famous tune nino rota transport audience beautiful deadly world upperclass criminal everything film well timed well placed offering audience portal life filled twist turn godfather also reflects fact coppola collaborated well mario puzo author novel coppola plethora research ensure authenticity mobster actor talk eat sleep kill like realworld criminal embodying swagger highrolling italian mobster dialogue flow lip al capone jon gotti said godfather go history one well made film time,positive
815,timeless classic godfather portrayal michael character development simply breathtaking watching al pacinos transformation delf complex psyche michael corleone absolute cinematic treat beginning witness man torn desire lead respectable life family tie underworld narrative unfolds drawn magnetic allure transformation almost mesmerizing see evolves formidable figure embracing power responsibility come title godfather marlon brandos portrayal vito corleone equally exceptional showcasing brilliance two acting legend working perfect harmony brandos commanding presence brings gravitas character family patriarch emotional depth infuses vitos persona nothing short extraordinary onscreen chemistry pacino brando elevates film unparalleled height making interaction sheer pleasure watch godfather epic masterpiece effortlessly capture essence loyalty power complexity family dynamic captivating journey delf deep human psyche leaving viewer spellbound throughout threehour runtime surprisingly film never feel lengthy every scene meticulously crafted hold attention youll find completely engrossed compelling storyline never glancing watch beyond cinematic brilliance godfather hold special place heart cinephiles iconic dialogue unforgettable scene ability etch indelible moment annals film history score cinematography direction masterfully orchestrated elevating movie pinnacle cinematic achievement havent experienced godfather yet absolute mustwatch movie enthusiast influence cinema popular culture undeniable even year impact remains undiminished prepare immersed world power ambition family witness saga corleone family unfold eye,positive
816,ah yes godfather absolute classic film industry legend marlon brando al pacino james caan much movie make embrace like mafia feel like youre part corleone family action stay top immerses viewer sick twisted world actively rooting criminal succeed top movie also funny quotable notably leave gun take cannoli line movie everyone check due engaging never film quite like film history,neutral
817,greatest movie time doubt perfect every aspect masterpiece exceptional starting cast screenplay production,positive
818,probably favourite ever film many say part better find quite case although part deeper plot different time frame part better simply brando character vito corleone one recognisable character ever onscreen brandos performance really like,positive
819,movie probably overrated movie imdb overrated people looking much movie arent looking judge right thing movie shot beautifully storyline pretty interesting movie long dryly drag definition great movie movie get different emotion running whether make laugh cry get excited etc etc movie nothingi sat watched movie thought movie people consider best movie time best h best movie time make emotion run everyway im saying bad movie idea grade entertainment definitely number bash think,positive
820,glad see one get movie spoken almost religiouslyand seems dare ask whyyour sanity questioned maybe people overwhelmed bigname castand told many time great movie long afraid say different know heard read endlessoverthetop praise movie year year managed avoid seeing well decade released disappointment could believe watching movie heard soso much absolutely astonished boring could believe disjointed could believe praise marlon brando given weaklackluster performance goofy beyond parody film rambled shambled alongi began wonder victim sort obscure jokethis crummy film could movie heard much unfortunatelysomehow universallypraised movie boring bloated bomb seeing turned one watch rainy day decide movie worthy hype,neutral
821,isnt beautifully crafted gangster film outstanding family portrait matter amazing period piece character study lesson film making inspiration generation actor director screenwriter producer definitive film give star,positive
822,one best trilogy made till date despite slow move movie sequence catch attention viewer better way represent family time,positive
823,admire film owe read making film odds coppola wrestled get vision puzos story filmed screen deepen respect movie maker,neutral
824,one begin describe film like godfather many call masterpiece disagree masterpiece implies perfection opinion film ever achieve perfection godfather come pretty damn close already know story godfather narrative thats complex yet simple story thats fluid interesting complicated story told ease like watching master artist work godfather superb storytelling finest story fluidity much character men corleone family distinct interesting due stellar performance course standout marlon brando vito aging patriarch crime family he simply magnificent whenever he screen thats discount great performance rest cast includes al pacino james caan robert duvall film technically brilliant well cinematography stunning bright color jumping screen black set mood well darker story moment sound subtle accomplishment hear chatter machine gun make heart skip beat hard pick absolute favorite film time could easily say lawrence arabia one flew cuckoo nest lord ring could also easily say godfather others done dont like making conclusive statement dont worry godfather personal strictly business,positive
825,advice instead watching godfather godfather part ii see combined version created televisionwith additional scene made rich experience good movie political thriller alone cover thing well start death legendary leader question succession movie deal delf thing well well baakki theatril kandaa mathi movie awesome see graceful megastar ultimate performance time favorite movie,positive
826,godfather set boundary crime drama film ever shown people around world one ever go beyond film truly magnificent film show corleone crime family want revenge men tried destroy old beloved vito corleone played marlon brando seen greatest acting ever placed inside hollywood famous line ill make offer cant refuse always rembered brando play character family man want keep family safe underwold well get family business man never wanted son go join yet could nothing man respect man know right time matter situatuion godafther nealry killed drug baron called sollozzo knew time knew would war bloodshedand could nothung ready oldest son hot headed angary wonderful tactican like general could never run family second son fredo man enough job youngest son though person killed sollozzo calm thoughtfull ruthless man would person take family business even displeasure never wanted happen son knew right thing help bring back weakened corleone crime family belong king american mafia underworld way destroy five familes new york,positive
827,ten year ago watched movie first time knowledge english almost kid first impression movie plain boring watched godfather ten year later twentyseven yearsold professor english second language two university country longer think impression movie biased young age lack understanding english oh also speak italian way movie simply way overrated saying bad movie deserve current position nd greatest movie time watched movie invite judge watched already would like try convince wrong decide would appreciate respectful way regard maniuis,neutral
828,one greatest mob movie ever made wish star instead cant wait see next one series,positive
829,best part part really loved marlon brandon worth oscar,positive
830,look cast director writer know full well film watch even italian pizzeria joking aside godfather many great mob film later date certain well known italian sicilian didnt like probably didnt run studio couldnt make offer cant refusedoes romanticize murderous clan somewhat portray sicilian honour blood feud business ideology well must see,positive
831,godfather movie school life learn live watchin,positive
832,three godfather movie interesting detailed look dark side american dream accident first film begin word believe america taken along michael journey go naive idealism corruption struggle free crime pulled back classic american theme initiation evil one cannot touch evil without touched evil cast firstrate story become much part americana dialogue even become recognizable catchphrase even theme music instantly recognizable watch trilogy see essential american saga,neutral
833,people aware existence film least private mention reference parody almost everyone know movie approximately however read short description picture dont watch movie carefully might get impression ordinary movie gangster ill brief although film classic worthy title masterpiece masterpiece film stupidly stretched hour thanks dialogue plot nothing watched young pacino rewind,neutral
834,know movie national pride america cant help blown long stupid movie say oh he sixteen know anything movie well youre wrong,negative
835,godfather marlon brando al pacino james caan robert duvall diane keaton talia shire richard castellano john cazale sterling hayden al lettieri abe vigoda gianni russo john marley directed francis ford coppola spoiler herein dont think viewing movie seen excellent direction acting writing godfather brilliant almost every way dont see anyone could call masterpiece michael corleone one three son mob bos father vito return home war sister wedding soon return corleone wounded mob hit michael want strike back michael eliminates corrupt cop competing mafioso public escape sicily michael gone corleone family begin fall apart marlon brando give powerful influential performance best career exception last tango paris al pacino also well continues later two installment trilogy james caan robert duvall diane keaton also give great performance supporting character coppola smart directing doesnt make film necessarily shootout pure murder though big amount violence instead show affect people something series family event build devastating ending nino rota eerie score highly add atmosphere film film sequel apocalypse true modern classic coppola made launched career al pacino diane keaton two hollywood finest actor two favorite everything film like scarface tried without film doubt upon time america goodfellas untouchable many others would ever made godfather definite great film viewed anyone call cinematic movie buff star,positive
836,film without doubt one best film world many year film made power opinion let film made power little say beauty film,positive
837,godfather timeless masterpiece captivates audience intense storytelling unforgettable character iconic performance directed francis ford coppola film dive deep intricate world organized crime focusing powerful corleone family marlon brandos portrayal vito corleone legendary bringing complex mix authority vulnerability screen film narrative exploring theme loyalty family power compelling thoughtprovoking cinematography score outstanding creating rich immersive atmosphere draw viewer mafia underworld godfather stand cinematic triumph setting high standard storytelling character development influence popular culture gangster genre undeniable making mustwatch film enthusiast,positive
838,need confirm name location restaurant michael shootskills solozzo mccluskey louies restaurant gunhill road white plain road bronx debate information friend shooting movie teenager working supermarket right across street white plain road gunhill road pleasure watching friend claim according book arthur avenue different name know correct could please send back email confirming info thank mia contardi,neutral
839,strong film great acting marlon best film story line strong well written audience holding every moment see going happen next fabulous,positive
840,nice movie best action watching enjoy movie friend good time relaxing also family home everyday watching nonstop,positive
841,loved movie script casting hard fine movie done well,positive
842,many year knowing movie reputation finally watched entirety flight korean air violent movie surprised even shown plane though disclaimer anyone younger watch adult guardian think film well fascinating watch scene leading certain killing male cast member certainly put heart role though female cast member dont much chance develop character fully opposite knowing diane keaton talia shire part two sequel make think id get know character better later also read wikipedia deleted scene restored three film series put together tv dvdvhs maybe may also offer couldnt refuse watch someday summary godfather good film though stop considering one greatest timeps familiar singer al martino way role film parent owned three record albumsthis love spanish eye merry christmasthat used listen quite frequently kid,positive
843,godfather probably overrated movie time dont see everyone give movie high rating movie suck movie darn boring reason kept watching kept wanting get better know movie action come want watch movie talk action look scarface untouchable good mafia movie great storyline great acting least action godfather way boring dont get number time list review didnt like movie said many people like movie mafia influence people said absolutely right reason dont give movie marlon brando al pacinos performance pretty darn good story carry movie darn boring without doubt overrated movie ever ill stick star war saga instead godfather trilogy,neutral
844,hayatimda seyrettigimiz en guzel filmlerden biriydi kim yaptiysa helal olsun,neutral
845,movie incredible perfect story family combined mafia amazing story power corrupt change people perfectly blend balance family mafia life movie truly show passage time old way vito corleone present day way suit overall help mold story craft beautiful incredible movie one everyone see,positive
846,spectacular movie godfather favourite film al pacino great actor like marlon brando acting godfather film world greatest movie godfather world greatest actor al pacino marlon brando,positive
847,vito corleone marlon brando head mafia family sonny james caan eldest heir apparent michael al pacino return wwil hero want keep family business refuse go drug business precipitate mob war there doubt one greatest movie time director francis ford coppola crafted masterpiece mario puzos novel great story great character great actor playing forty year later still compelling ever pacing slower today standard pack punch potent anything recent acting power alone incredible consider al pacino new unknown kid cast unquestionable best hollywood offer era every minute iconic scene there way list rarely give rarer still give reservation perfect movie enough cultural significance originality thats godfather still referenced today may hater sleep fish,positive
848,popularly viewed one best american film ever made multi generational crime saga godfather touchstone cinema one widely imitated quoted lampooned movie time one hollywood greatest critical commercial success godfather get everything right movie transcend expectation established new benchmark american cinema rarely said film defined genre never true case godfather film viewed many level equal satisfaction awaiting want good story demand much godfather long yes onehundred seventy minute wellspent closing credit roll portion story told,positive
849,put short godfather timeless masterpiece close perfect movie get amazing script directed masterfully francis ford coppola cast hollywood royalty top bottom everyone play part perfection course star film marlon brando vito corleone al pacino michael corleone actor give career defining performance portraying arguably two famous character ever put film film filled brim unforgettable scene quote work seamlessly together crafting highly rewatchable masterpiece cinema equally satisfy casual moviegoer well harden film critic,positive
850,best movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time yearbest movie ever seen watch like four time year,positive
851,come discussion popularity american cinema stated hardly american film famous godfathera film caught attention cinema admirer world watching film first sight viewer wouldnt lose much time learn gangster portrayed godfather dont care human life business interest come anything else hence perfectly normal man get brotherinlaw killed disloyal family violent scene kind aim terrify without gory cultural point view ubiquitous discourse american value italian gangster america make francis ford coppola film intellectually rich viewing experience wherein ample spotlight participating family gathering looking well family member choosing converse english instead italian apart character crooked face actor marlon brando garner viewer sympathy good performance come leading player namely robert duvall al pacino james caan however exquisite photography veteran american cinematographer gordon willis great italian composer nino rota two reason watching film ruthless family criminal left italian shore wreck havoc new land dream,neutral
852,people trying make film something got one worst film ever seen mean come load tripe could get enjoyment watching erotic witch project although admit pretty classy acting superb well done girl really look sound like cuming action make mafia film class like goodfellas marlon brandos acting didnt deserve oscar deserved slap face sean connerys performance spaniard highlander convincing al pacinos performance total rubbish good part queer thats dog day afternoon director paul verhoeven better job showgirl wrong bit rape film mafia watching screen going portray mafia really like least show behind closed door poor,neutral
853,godfather voted number entertainment weekly reader voted number time reader poll film voted greatest movie time september reader empire magazine people movie business film critic,positive
854,took three viewing appreciate movie saw first time year old found boring couldnt understand plot saw bit older truly understand touted probably best film ever nothing could write hasnt already written flaw find movie bad overdub talked barzini truly cinematic masterpiece,neutral
855,cinematic masterpiece director francis ford coppola one greatest movie ever made marlon brando made vito something rarely see movie realistic antihero villain million verge also story one good man war hero become genius criminal world every scene directed soul combined part ii movie perfect everything perfect character adapted screenplay original soundtrack film relationship family member loyalty honor life gangster revenge godfather gangster movie alfred hitchcock thriller suspense genre,positive
856,movie hand best movie ever produced story see story dont see exciting powerful action packed emotional movie never fail entertain even id watch repeat year always love,positive
857,perfect perfectttttttttttttttttttttttttttttttttttttttttttttttt,positive
858,mafia member murder nothing business never kill pleasure case need cold revenge even summary justice punishment traitor instance besides normal family life cherished spouse child usually religious making pompous wedding christening funeral ceremony church priest direction reality atmosphere splendidly shown movie coppola directed superb way competent strong hand cast stupendous performance marlon brando play magnificent part role old godfather one american powerful mafia family mastering intonation facial expression effectively thus creating unforgettable character history cinema action unfolds along movie captivating way want stress particularly sequence christening new family godfather al pacino make oath name child also catholic godfather priest parallel cut show u time series murder rival mafia chief taking place time several place ordered contrast religious scene violence killing really impressive full meaning maybe best movie mafia ever made,positive
859,movie simply best gangster movie time one greatest movie cinema history beginning every character believable every speech sound authentic every scene draw deeper deeper story big name star movie put incredible performance like movie put must see list like mobster movie buy,positive
860,definitely classic never get old true godfather little slowmoving plot take unfold neither flaw slow pacing added elegiac quality godfather plot special plot unpredictable next idea next going take worried whether old enough appreciate film even understand luckily understood perfectly well truly appreciate masterpiece considered must see,positive
861,grew film like director tried show even though man crime compromise made today movie terrifying,negative
862,big fan sequel even second big step one cast like earlier reviewer said rewatchable yes italian sicilian seen hundred time cast brando pacino caan duvall even supporting cast excellent film noir legend richard conte barzini puzo wrote rich deep script character suck lifelike brother radically different fredo mama boy useless one michael kill second one sonny human volcano temper seen believed michael quiet deadly one like vito colder ruthless michael always outside family looking held contempt rest soft college boy didnt want get hand dirty answer riddle could kill fredo brother later second one notice sits wedding far away family get,neutral
863,francis ford coppola godfather cinematic masterpiece redefined crime genre following corleone family rise struggle film explores loyalty power cost ambition marlon brandos iconic portrayal vito corleone al pacinos transformation michael anchor stellar cast screenplay haunting score masterful direction create unforgettable experience balancing brutality deep emotional resonance godfather remains compelling saga family betrayal cementing place one greatest film ever made like,positive
864,beginning godfather classic beginning francis ford coppola epic masterpiece feature oscar winner marlon brando patriarch corleone family coppola paint chilling portrait sicilian family rise near fall power america passage rite father son masterfully balance story family life ugly business crime engaged godfather along film trilogy strong impact public large vitos line im going make offer cant refuse voted second memorable line cinema history poll called afis year movie quote american film institute often used humorous way report mafia trial confession suggest mafia family began real life tradition paying respect family kissing ring imitation ending scene movie evidence custom mentioned prior movie,positive
865,awesome movie enjoyed watching best movie ever great job,positive
866,although th century saw creation motion picture wasnt th century film really took time hardship audience flocked local cinema catch latest flick invigorated hollywood movie studio create imaginative lavish film subsequently lead creation innovative influential film th century among list th century masterpiece criticallyacclaimed film godfather based novel mario puzo directed francis ford coppola godfather break norm film industry phenomenal cast powerful soundtrack enriching plot propels godfather high standard film end film audience would persuaded sympathize corleone family business godfather everyones bucket list movie watch die stop reading go watch already havent,positive
867,sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,neutral
868,movie boring miserable people making others miserable boring way get highly praised sure great performance every single actor actress story uninteresting movie entire runtime excited curious know would happening next character cannot get care life sympathetic enough youd feel sad evil enough youd feel anger dont make feel anything emotionally suppressed people bland personality life suck could suck less werent overdramatic script required movie made mad,negative
869,lot said godfather already said wont bother give description masterpiece mention thing acting acting godfather make film stand really storyline see actor marlon brandojames caan robert duvall pull best performance career final word must left al pacino far know pacinos first real leading role doesnt grab part horn classic film dated,positive
870,watch dont like whatever worth watch dont feel like explaining,positive
871,prometheus gave fire humanity cherished imperative gift foolish civilization much needed francis ford coppola mario puzo also gave gift humanity gift object study film student epic dramatic visual tale film lover incentive appreciate cinema brightest purest form willing forget life little hour godfather never get old believe never withstood test time never truly feel like film year history time masterpiece begin resemble fine wine seemingly acquiring better taste age dialogue profoundly feel like discourse directly taken street new york beginning century cinematography acting feel exceptionally natural along cohesive coherent pacing component make flow film feel like river calmest day smooth beautiful noble every shot film faithfully serf greater purpose every shot feel like piece jigsaw puzzle never break apart ambition storytelling surpasses believe expectation provides sense wonder fascination nothing short admiration despite seen film easily time every time place eye ear glorious opening scene cant help feel like child going beach first time teenager going road trip feel rollercoaster seat peak waiting slowly descend sublime story relate term value characterization manifest course film brilliant way exploiting strength weakness every one character superbly even minor character moment spectacle motivation character come life outstanding take one ever truly feel expendable godfather colossus perhaps summit filmmaking something every individual appreciate little detail grand climax something remembered generation come something likely unmatched great many year,positive
872,without doubt nothing compare movie dont enough word say good movie,positive
873,read someone comment saying movie lacked emotion dont agree love movie wouldnt dare criticise like giving good thought see meant comment easily helped watch two well watch three movie preferably day feel emotion long story people allow feel people get know cant left untouched least personally cant imagine anyone touched story good acting amazing movie incredibly well made music beautiful please people hated first one give another try watch watch others well youll thank later,positive
874,movie mirror difficulty gathering handling power stabilizing current level probably one hardest thing give vibe rise open eye,neutral
875,ill start saying title say certainly one best movie ever watched movie fun watch whats important certain part movie whole movie way beginning end interesting unpredictable something today movie lack movie past always made great story movie fascinating allowing u see real mobster world underground world precise looked many scene movie show u one hell movie id suggested everyone watch,positive
876,godfather one rare movie make u sympathize evil vito corleone marlon brando give steam real mafia story view mafia inside secret charm spell way shaped public perception mafia ever since real world replaced authoritarian patriarchy power justice flow godfather villain traitor one commandment spoken michael al pacino dont ever take side family like babe ruth baseball like john steinbeck writing doubt godfather greatest film time never seen performance stellar marlon brando al pacino james caan robert duvall everyone else godfather little life lesson everywhere along engaging plot completes critically acclaimed film time godfather francis ford coppola masterpiece,neutral
877,masterpiece incredible amazing watch movie wont regret cool love people call amazing wonderful outstanding cool moment movie probably dont enjoy movie incredible incredible action scene incredible special effect directing,positive
878,reality atmosphere splendidly shown movie coppola directed superb way competent strong hand cast stupendous performance marlon brando play magnificent part role old godfather one american powerful mafia family mastering intonation facial expression effectively thus creating unforgettable character history cinema action unfolds along movie captivating way want stress particularly sequence christening new family godfather al pacino make oath name child also catholic godfather priest parallel cut show u time series murder rival mafia chief taking place time several place ordered contrast religious scene violence killing really impressive full meaning maybe best movie mafia ever made violent enough evil man,positive
879,honesly couldnt see fuss felt film lacked basic make good film good actor boring story even worse directing perhaps watched movie first time recently therefore comparing standard set today writer producer director dont doubt masterful production day honestly bar set current movie maker really see god father sorely outclassed conjecture voted ten remember good hayday instead comparing movie past present rating,positive
880,long time feeling bored series boring movie scrolling list top film came across godfather amongst top indian less interest foreign film alone one day started watching evening dont remember finished made coffee started night time stunned beautiful film saw like stunning display everything actor acting like real life don marlin brando wooooh world cinematography seen like never fact cinematic experience magician putting best painting last scene depicting baptisation thing happened background show true mettle director movie take world corrolones waiting bated breath happens next hat everyone part saga advice watch cost time feel lucky,positive
881,good movie doubt however suspect nostalgy bonus rating despite movie find modern way story telling scripting image recording actor skill wont feel watching old movie action held realistic exaggeration make everything credible honestly many modern movie get worse rating less enjoyable,positive
882,youth would safely consider adult never get much witnessing adult story realize undoubtedly beautiful story havent read yet prior film mario puzos novel pulled gut watch film best understand story much goodstoried film godfather indeed made witness another beautiful story different origin never imagined many beautiful story would still lingering every nature environment country originates watching film start marlon brando playing role vito corleone known well godfather didnt quite understand really way crime world work get opportunity understand dealing business wit cunning deal practically teacher school situation different manner dealing nonetheless similar appreciated well film italian value family relationship trust vito corleone manage deal business mixing trust respect differently mend considers thing equally weight first time observed first time al pacino grasping character filled composure serenity maintained equanimity tide turned inevitable story admit one excellent film ive watch far character setting environment story genuine good couldnt deny considerably firstrate film,positive
883,good film good story good acting directing best gangster film ever made award go director cut upon time america film much depth godfather godfather entertaining evening doesnt move dont really care charactersthey psychopath depth hardly even known vito corleones wife example terrific story nothing much depth gangster nothing move business life would really like people die ho hum really miss people sake hope,positive
884,godfather ii favorite trilogy since time young vito arrives elli island get name changed corlione establishing cosa nostra empire human drama told grand scale truly story driven movie kind fluff people talk day take picture make cinematography shot low lighting couple angry troubled character mostly self pity running around calling serious story driven plot line cinematography movie beautiful people overtly angry troubled way trouble anger real movie real story tell expensive original cheap imitation people trying hock around day story driven entertainment day great film maker trying make money make passion movie come existence way around movie one substance show watch movie treated best directing acting money buy true gem holly wood movie making,neutral
885,think movie part real life story people tell among friend story excitement advice pride honor,positive
886,well finally got look imdb voter n movie almighty godfather though far average movie admit rather immersed story well ive seen many better movie one whatever angle choose story screenplay acting direction camera moral point invention anything dont get n rating suspect many people praise mere conformism kubrick movie better couple polanskis one name great classic like angry men network easily surpasses gofdfather artistically technically fair margin mention courageous independant work like brazil citizen kane excellent movie sure best movie ouch n rating maybe come consensus cent,positive
887,maybe generational thing simply dont get godfather bland boring start finish story hard follow lost several time along way felt emotionally disconnected movie constantly found checking long left although acting good part acting part downright terrible live hype,negative
888,unique one greatest godfather man lot lesson learn movie first value family man doesnt spend time family never real man say vito protect family responsibility duty must spend time family want real man one lesson michael learned father used much secondly plan everything woman child afford careless men king life prove must ready situation life make sacrifice family thinking finding solution problem woman would write lesson ive learned offer cant refuse must sleep strongly recommend everyone especially men watch movie never aged,positive
889,color grading spectacular liked way story told good narrative boring significant first shot inside dark shuttered room wedding day vito corleones daughter day sicilian must grant reasonable request man come ask punishment daughter rapist vito asks come immediately,positive
890,simply put movie oracle answer key blue print mafia film never better mob movie never goodfellas come pretty close godfather godfather ii mold goodfellas made first saw film year released id heard vcr werent quite common household item back cinema class high school view film teacher got u class day showed godfather big screen school auditorium fortunate see first time crowded theatre big screen afterwards entire class asked movie shown place one film due see offered play school evening u instead whole class turned second time plus another tagalong movie full fantastic performance top bottom try convey great film word almost silly seen,positive
891,godfather one best film ever see entralling tail aging mobster must choose son successor position recently seen film first time reading mario puzo book see well character transferred screen sonny michael freddy clemenza tom tessio johnny kay name well acted true book though johnny fontaines part cut severely exception pure marlon brando de niro much better job playing vito corleone godfather ii luca brasi hardly scary underground hitman book film must see,positive
892,great storytelling every shot mathers done perfection devolopment character stunning especially michael al pacino good marlon brando masterpiece surpassed part something usually never happens,positive
893,dissected film piece piece film seen several time time take something else film incredibly difficult digest beautiful layer make godfather special thousand film cutndry basically u see u getno less u dont understanding organized crime origin u likely overlook remarkable accuracy film life portrayed godfather real many many year however yr went organized crime family america began slowly straying core valuesie family omerta code silence secrecy respect loyalty etc godfather illustrates life mafia st half th century film like goodfellas show mafia life nd half th century godfather film loaded w legendary actor perform script thats full substance grace written directed great francis ford coppola movie like godfather come around handful time lifetime cinematic masterpiece,positive
894,may claim showing scene reverse annoying trick make simple plot confusing add plethora twist wholeheartedly disagree good story teller know say say playing scene reverse experience confusion lenny undergoes throughout film showing scene chronological order btw use bw instead color make time distinction ingenious creates suspense build two time line converge somewhat rushed pace compared written format doesnt give enough time adequately analyze event movie two advantage firstly youre going talk leave theater adding experience immensely secondly dont time think happened happen youre experience better follows lenny,positive
895,understand film acclaim understand censorship america wikipedia nice section production code short nothing remotely like film seen decade released revelation american movie audience today light film doesnt impact back script isnt written well dialogue labored dull though brando amazing deserved accolade got film plot labored well drag many part enemy corleone family arent enough really invested power struggle fact thing dont really seem alive mobster film like goodfellas illusion reality isnt complete godfather ii far tauter better film best series,positive
896,might lot people favourite cant gel picture ive tried,neutral
897,best film ever watched recommend everyone want learn respect honour everything else also could learn lot italian,positive
898,well first time watched movie cool mean well dont know mind try say go watch well watched time badagain third time mind say go watch againthird time watched masterpiece alltime,neutral
899,cant count many time watched movie love even every watch havent watched youve missed big part film history,positive
900,doubt spectacular viewing experience acting along storyline make film genuine masterpiece film cover wide spectrum genre keeping viewer entertained throughout top class,positive
901,first event movie one multitude queued see one whose dialogue character imagery instantly became ingrained collective consciousness made star pacino caan oscar picture screenplay brando triumphant comeback shortly premiere variety reported godfather historic smash unprecedented proportion time director francis ford coppola holed hotel writing screenplay great gatsby job took relieve financial problem believed movie given film lengthy wishlist veteran including otto preminger elia kazan fred zinnemann franklin schaffner turned perked frank capra wrote claiming world cheered inwardly scene scene,positive
