review,cleaned_review
"The son of a Mafia boss returns from the war and following an attempt on his father's life becomes more and more embroiled in the shadowy world of organised crime. Francis Ford Coppola's classic gangster saga is the story of a criminal dynasty headed by Marlon Brando in one of his most iconic roles. Coppola's direction is deceptively simple in that he uses no gimmicks or stylistic tricks; he merely allows the story to unfold and lets the superb cast do their thing. Brando's mumbling family and loyalty obsessed don has since become part of popular culture folklore (along with the classic score) and all other accompanying performances are top notch, from James Caan's hot headed Santino to Robert Duval's purely business orientated adviser. But this film is really the story of Michael's transition from honest war hero to shadowy underworld figure, played by Al Pacino in his finest role. The pivotal scene in which his newborn godson is baptised while Michael himself, the newborn ""Godfather"", is baptised in blood is an all time great. This is the birth of the modern gangster film and with the possible exception of Goodfellas, it is still to be surpassed.",son mafia bos return war following attempt father life becomes embroiled shadowy world organised crime francis ford coppola classic gangster saga story criminal dynasty headed marlon brando one iconic role coppola direction deceptively simple us gimmick stylistic trick merely allows story unfold let superb cast thing brandos mumbling family loyalty obsessed since become part popular culture folklore along classic score accompanying performance top notch james caans hot headed santino robert duvals purely business orientated adviser film really story michael transition honest war hero shadowy underworld figure played al pacino finest role pivotal scene newborn godson baptised michael newborn godfather baptised blood time great birth modern gangster film possible exception goodfellas still surpassed
"The Godfather is a 1972 American crime film directed by Francis Ford Coppola and produced by Albert S. Ruddy, based on Mario Puzo's best-selling novel of the same name. It stars Marlon Brando and Al Pacino as the leaders of a fictional New York crime family. The story, spanning 1945 to 1955, chronicles the family under the patriarch Vito Corleone, focusing on the transformation of Michael Corleone (Pacino) from reluctant family outsider to ruthless Mafia boss.

Paramount Pictures obtained the rights to the novel before it gained popularity for the price of $80,000. Studio executives had trouble finding a director, as their first few candidates turned down the position. They and Coppola disagreed over who would play several characters, in particular Vito and Michael. Filming was done on location and completed earlier than scheduled. The musical score was composed primarily by Nino Rota with additional pieces by Carmine Coppola.

The film was the highest-grossing film of 1972 and was for a time the highest-grossing film ever made. It won the Oscars for Best Picture, Best Actor (Brando) and Best Adapted Screenplay (for Puzo and Coppola). Its seven other Oscar nominations included Pacino, James Caan, and Robert Duvall for Best Supporting Actor and Coppola for Best Director. It was followed by sequels The Godfather Part II (1974) and Part III (1990).

The Godfather is widely regarded as one of the greatest films in world cinema and one of the most influential, especially in the gangster genre. It was selected for preservation in the United States National Film Registry in 1990 and is ranked the second-greatest film in American cinema (behind Citizen Kane) by the American Film Institute.",godfather american crime film directed francis ford coppola produced albert ruddy based mario puzos bestselling novel name star marlon brando al pacino leader fictional new york crime family story spanning chronicle family patriarch vito corleone focusing transformation michael corleone pacino reluctant family outsider ruthless mafia bos paramount picture obtained right novel gained popularity price studio executive trouble finding director first candidate turned position coppola disagreed would play several character particular vito michael filming done location completed earlier scheduled musical score composed primarily nino rota additional piece carmine coppola film highestgrossing film time highestgrossing film ever made oscar best picture best actor brando best adapted screenplay puzo coppola seven oscar nomination included pacino james caan robert duvall best supporting actor coppola best director followed sequel godfather part ii part iii godfather widely regarded one greatest film world cinema one influential especially gangster genre selected preservation united state national film registry ranked secondgreatest film american cinema behind citizen kane american film institute
"If there were one film that I would say you should watch before you die, it is this one. This is the definition of a perfect film. Every aspect of it is brilliant and amazing. The acting, the story, the filmmaking, everything is incredible.",one film would say watch die one definition perfect film every aspect brilliant amazing acting story filmmaking everything incredible
"The Godfather is a Crime/Drama movie that was released on March 24, 1971. The movie was directed by Francis Ford Coppola, and written by Mario Puzo and Franics Ford Coppola. This movie won several awards which include: Academy Awards, USA 1971; Golden Globes, USA 1973; BAFTA Awards 1973; David di Donatello 1973; Directors Guild of America, USA 1973, and many others. Main actors in this movie are Marlon Brando as Don Vito Corleone, Al Pacino as Michael Corleone, James Caan as Sonny Corleone, and Robert Duvall as Tom Hagen.

The movie takes place within the world of organized crime. This movie shows an inside point of view of the mafia world. Mr. Vito Corleone (main character) is a powerful man who is viewed as a man who is sympathetic, successful, and a loving family man. Mr. Corleone takes good care of his friends and family and in no way (through the whole movie) would do anything that reasonable people would disapprove of. Mr. Corleone takes revenge, executes, or teaches lessons to the ones who betray him in any way. This movie is not a typical crime/drama movie as it doesn't show victimization to anyone not involved in organized crime. Typical crime/drama movies do show victims such as women enslaved into prostitution, families torn apart by a family member who is addicted to gambling, drugs, or alcohol, and sometimes just innocent bystanders.

The editing in this movie was very appropriate as the scenes transitioned smoothly throughout the entire movie. From beginning to end, the sequence of every scene was put nicely in place and made perfect sense for the viewer to understand where the story was going and why. Every single sound effect used was played well within each scene, making the scene effective in making it seem real to the viewer. When there are outdoor scenes the viewer can hear the wind, birds, traffic, and other outdoor noises. When the scenes take place indoors, the viewer can hear the footsteps, door shutting or opening, and other indoor noises, which are appropriate for the scene. When watching the movie, the viewer can see and feel the strong family ties, the loyalty within a social circle, and the betrayal. The movie makes it seem as if it is okay to get rid of those who do you wrong, it is okay to tell white lies, it is okay to do something that is wrong to protect your loved one.

The cinematography of this movie was smooth with all scenes because they did close-up scenes whenever necessary, and in every single scene the viewer can follow the story to the next scene without wondering what is going on or why. There are some bloody and violent scenes; however, that is typical of crime/drama movies. Culture plays a big part in this movie, as there are parts where people are speaking Italian and are doing traditional cultural things such as in the wedding scenes when people are dancing and singing at Connie's wedding. There are also the scenes when Mike is in Italy, and he has to talk formally to the girl's father for permission to date her, the traditional visits to the girl's home and family and the traditional Italian wedding.

The movie is trying to influence the viewer to believe that there are good people who have good morals and family values in the mafia world, and that it is okay to do something that is wrong or breaks the law in order to keep your family or friends safe or away from harm's way. I am not a big fan of mafia movies, and my opinion will not change about organized crime. I do know they have families, and they love them, but that does not make it okay to break the law in any way. The Godfather is a good movie to watch just for the fun of it, for good entertainment, or just because you like watching good movies to kill time, no pun intended.",godfather crimedrama movie released march movie directed francis ford coppola written mario puzo franics ford coppola movie several award include academy award usa golden globe usa bafta award david di donatello director guild america usa many others main actor movie marlon brando vito corleone al pacino michael corleone james caan sonny corleone robert duvall tom hagen movie take place within world organized crime movie show inside point view mafia world mr vito corleone main character powerful man viewed man sympathetic successful loving family man mr corleone take good care friend family way whole movie would anything reasonable people would disapprove mr corleone take revenge executes teach lesson one betray way movie typical crimedrama movie doesnt show victimization anyone involved organized crime typical crimedrama movie show victim woman enslaved prostitution family torn apart family member addicted gambling drug alcohol sometimes innocent bystander editing movie appropriate scene transitioned smoothly throughout entire movie beginning end sequence every scene put nicely place made perfect sense viewer understand story going every single sound effect used played well within scene making scene effective making seem real viewer outdoor scene viewer hear wind bird traffic outdoor noise scene take place indoors viewer hear footstep door shutting opening indoor noise appropriate scene watching movie viewer see feel strong family tie loyalty within social circle betrayal movie make seem okay get rid wrong okay tell white lie okay something wrong protect loved one cinematography movie smooth scene closeup scene whenever necessary every single scene viewer follow story next scene without wondering going bloody violent scene however typical crimedrama movie culture play big part movie part people speaking italian traditional cultural thing wedding scene people dancing singing connies wedding also scene mike italy talk formally girl father permission date traditional visit girl home family traditional italian wedding movie trying influence viewer believe good people good moral family value mafia world okay something wrong break law order keep family friend safe away harm way big fan mafia movie opinion change organized crime know family love make okay break law way godfather good movie watch fun good entertainment like watching good movie kill time pun intended
"Well I'm 15 and saw this movie for the first time recently. I must say although it was well acted, written and directed; it was somewhat boring during some portions of the movie, and there were some points where i couldn't figure out what was going or why it was going on. This was sometimes caused by Brando's almost unintelligible mumbled accent (my only gripe with the acting). It seems like there was just a classic scene, then some boring filler, another memorable scene, then boring filler, and so on. All in all it's a good movie and worth watching.

7/10 definitely a classic, just don't expect and edge of your seat action flick.",well im saw movie first time recently must say although well acted written directed somewhat boring portion movie point couldnt figure going going sometimes caused brandos almost unintelligible mumbled accent gripe acting seems like classic scene boring filler another memorable scene boring filler good movie worth watching definitely classic dont expect edge seat action flick
"""It takes forever getting in; you spend like six and a half hours... You know, I can't get through, I've never even finished the movie. I've never seen the ending"" I did not like it. The movie revolves around an old, wealthy man who has too much authority and can't stop yearning for family. But guess what? It'll be the greatest film a 14-year-old boy watched because it's talking about gangsters, mafia, and an Italian old man who talks in a low tone of voice. It's crazy how overrated this movie is. I really thought it was something worth watching. I can't believe how many hours I wasted watching this. And im sorry saying that.",take forever getting spend like six half hour know cant get ive never even finished movie ive never seen ending like movie revolves around old wealthy man much authority cant stop yearning family guess itll greatest film yearold boy watched talking gangster mafia italian old man talk low tone voice crazy overrated movie really thought something worth watching cant believe many hour wasted watching im sorry saying
"The fabulous opening shot and scene immediately establish the spirit and essence of things. ""I've spent my life trying not to be careless. Women and children can be careless, but not men"", says Vito Corleone. It's a great film, an immense narrative that stretches effortlessly over nearly three hours.

But nothing is truer than when Connie calls her brother Michael, Vito's son, a ""lousy cold-hearted b...rd."" That's what he is, a cold, heartless killer, a liar with no morals, a snake. That's the limit of the film, absolutely impressive in its narration and direction but giving life to repulsive characters.",fabulous opening shot scene immediately establish spirit essence thing ive spent life trying careless woman child careless men say vito corleone great film immense narrative stretch effortlessly nearly three hour nothing truer connie call brother michael vitos son lousy coldhearted brd thats cold heartless killer liar moral snake thats limit film absolutely impressive narration direction giving life repulsive character
"Yesterday, I was lucky to be able to watch 175 minutes of pure movie magic, restored and at a big screen, thanks to Cnema in Norrköping.

The pros: The incredible attention to detail in this impressively well-written and directed film. The iconic characters and intrigues that have since been the model for so many mafia movies. The brilliant acting from great Marlon Brando. The music by composer Nino Rota that is now almost more famous than the movie itself.

The cons: Marlon Brando is dead and Francis Ford Coppola haven't reached this level of mastery again since ""Apocalypse Now"" in 1979.",yesterday lucky able watch minute pure movie magic restored big screen thanks cnema norrköping pro incredible attention detail impressively wellwritten directed film iconic character intrigue since model many mafia movie brilliant acting great marlon brando music composer nino rota almost famous movie con marlon brando dead francis ford coppola havent reached level mastery since apocalypse
"The greatest movie of all time. The story, characters, and cinematography. I thought movies in the 1900's was a little weird, (Even though I was younger back then.) But I think people have problems with the pacing. It's slow, but its worth watching. It has the best sequel, but the 3rd movie sucks (From what I heard.) I honestly think that this movie should have done a clean Oscar sweep, but I am not complaining. Ever since I've watched this movie, I've started to watch much more other movies like, The Shawshank Redemption, 2001: A Space Odyssey , Creed, Rocky, The Good The Bad and The Ugly, and many more. Thanks to The Godfather.",greatest movie time story character cinematography thought movie little weird even though younger back think people problem pacing slow worth watching best sequel rd movie suck heard honestly think movie done clean oscar sweep complaining ever since ive watched movie ive started watch much movie like shawshank redemption space odyssey creed rocky good bad ugly many thanks godfather
"This in my opinion is the top of must watch list. The drama, the story-line, the twist, and everything about it sets the benchmark of movies of today.",opinion top must watch list drama storyline twist everything set benchmark movie today
"There is nothing more to say The sences are longer than avarage, I think thats the reason many people are finding it boring but the acting is outstanding, even with not including the Oscar winning performance by Marlon Brando, that is widely considered as the best performance of the best actor of all time. I have seen this movie hundreds of times and every time I love it more",nothing say sences longer avarage think thats reason many people finding boring acting outstanding even including oscar winning performance marlon brando widely considered best performance best actor time seen movie hundred time every time love
"This was a classic, and a very good film. It felt like the end game of the sopranos (just not done as well). I do not agree with everyone that says this is the greatest movie of all time (people also say citizen kane, or Shawshank is the greatest movie of all time), I just didn't enjoy the movie. The biggest problem with the movie is the pacing, which is overly slow. I still love this movie! I think it's funny that marlan brando put cotton balls in his cheeks for this role. This movie was fine.",classic good film felt like end game soprano done well agree everyone say greatest movie time people also say citizen kane shawshank greatest movie time didnt enjoy movie biggest problem movie pacing overly slow still love movie think funny marlan brando put cotton ball cheek role movie fine
"You may have bought into the hype and rightly so, for being made in 1971 it's pretty solid. The story if halfassed and the acting is mediocre. The voice and over the top Vito Corleone is funny in a sad way. This movie could have easily been cut down to an hour and a half and nothing would have gone awry. You could have guessed everything before it happened, very predictable. I just feel bad for the people saying it's the greatest movie e ver made. Maybe top 100 but I doubt it. Only older people who were blown away at the time by something entertaining still clutch at this boring waste of time.",may bought hype rightly made pretty solid story halfassed acting mediocre voice top vito corleone funny sad way movie could easily cut hour half nothing would gone awry could guessed everything happened predictable feel bad people saying greatest movie e ver made maybe top doubt older people blown away time something entertaining still clutch boring waste time
"Throughout history, well-intentioned men have committed many horrible crimes in the name of their mother countries. THE GODFATHER is about a well-intentioned man named Michael Corleone (Al Pacino) who learns to commit horrible crimes in the name of his family.

The Godfather is Vito Corleone (Marlon Brando) who heads one of the most powerful crime families in New York. He has three sons: hot-tempered Santino (James Caan), weak-willed Fredo (John Cazale), and Michael. ""Michael,"" significantly, is the only Anglicized name of the three. Michael is the only son who fought for the Americans in World War II, and the only one who wants nothing to do with the family crime business. He is something of an outsider to his family.

But Michael is devoted to his father. And when Vito is severely wounded in an attempted assassination by drug dealer Virgil ""the Turk"" Sollozzo, who thinks Vito's heir apparent Santino will be readier to deal with him, then Michael saves his life. Later, Michael murders the Turk and his hired police bodyguard, knowing that he will have to flee to Sicily for breaking the unwritten truce between the police and the Mafia.

The saga of Michael's rise to head the Corleone family is one of the most fascinating stories ever told on screen. It is hard to tell a good story about evil, but Coppola succeeds, principally because he shows the sincere devotion to family that lies behind the characters' deeds. Michael is slowly corrupted into a cold-hearted killer, not by laziness or indifference or any other vice, but by his defining virtue: his love for his father and brothers! Likewise, Santino comes to grief as a direct result of his only redeeming feature, his devotion to his sister. This tragic irony suffuses the film. The viewer thus can forgive the characters somewhat for their crimes, because the life they have been born into gives them a choice between violent crime and abandoning their loved ones.

Nino Rota's sad, haunting score is superb, and his Siciliana theme is beautiful and tender. The supporting performances are superb, particularly Abe Vigoda and Richard Castellano as the Godfather's tough but genial caporegimes, Robert Duvall as the ""consigliere"" or Mafia lawyer, and Al Lettieri as Sollozzo. Luca Brasi unfortunately disappears too quickly; his role was more fleshed out in Puzo's original novel.

Enter a world where murder is ""not personal. It's strictly business."" You will never forget it.

Rating: **** out of ****.",throughout history wellintentioned men committed many horrible crime name mother country godfather wellintentioned man named michael corleone al pacino learns commit horrible crime name family godfather vito corleone marlon brando head one powerful crime family new york three son hottempered santino james caan weakwilled fredo john cazale michael michael significantly anglicized name three michael son fought american world war ii one want nothing family crime business something outsider family michael devoted father vito severely wounded attempted assassination drug dealer virgil turk sollozzo think vitos heir apparent santino readier deal michael save life later michael murder turk hired police bodyguard knowing flee sicily breaking unwritten truce police mafia saga michael rise head corleone family one fascinating story ever told screen hard tell good story evil coppola succeeds principally show sincere devotion family lie behind character deed michael slowly corrupted coldhearted killer laziness indifference vice defining virtue love father brother likewise santino come grief direct result redeeming feature devotion sister tragic irony suffuses film viewer thus forgive character somewhat crime life born give choice violent crime abandoning loved one nino rota sad haunting score superb siciliana theme beautiful tender supporting performance superb particularly abe vigoda richard castellano godfather tough genial caporegimes robert duvall consigliere mafia lawyer al lettieri sollozzo luca brasi unfortunately disappears quickly role fleshed puzos original novel enter world murder personal strictly business never forget rating
"Best Movie ever, i have watched this movie with 5 of my friend last monday when i was in sulamaniyah, it was the best, and i am also planning to watch it with my wife next friday when im back to erbil.",best movie ever watched movie friend last monday sulamaniyah best also planning watch wife next friday im back erbil
"The Godfather is an epic masterpiece that continues to captivate audiences even today, almost 50 years after its release. The film, directed by Francis Ford Coppola, is a cinematic masterpiece that combines a gripping story with stunning performances, beautiful cinematography, and an iconic score.

The movie tells the story of the Corleone family, a powerful Mafia dynasty in New York City. The patriarch of the family, Vito Corleone (Marlon Brando), is a beloved and respected figure in his community, but also a ruthless crime boss. When Vito is shot and nearly killed, his youngest son, Michael (Al Pacino), is forced to take over the family business and navigate the treacherous world of organized crime.

The acting in The Godfather is superb, with Brando and Pacino giving career-defining performances. The supporting cast, including James Caan, Robert Duvall, and Diane Keaton, are equally impressive. The film's pacing is deliberate but never slow, building tension and suspense throughout.

What sets The Godfather apart from other gangster films is its attention to detail and its exploration of themes like family, loyalty, and power. The film presents a complex and nuanced portrayal of the Mafia, showing both the glamorous and dangerous aspects of organized crime.

Overall, The Godfather is a cinematic masterpiece that deserves all the acclaim it has received over the years. It's a must-watch for anyone who loves great movies, and a timeless classic that will continue to entertain and inspire for generations to come.",godfather epic masterpiece continues captivate audience even today almost year release film directed francis ford coppola cinematic masterpiece combine gripping story stunning performance beautiful cinematography iconic score movie tell story corleone family powerful mafia dynasty new york city patriarch family vito corleone marlon brando beloved respected figure community also ruthless crime bos vito shot nearly killed youngest son michael al pacino forced take family business navigate treacherous world organized crime acting godfather superb brando pacino giving careerdefining performance supporting cast including james caan robert duvall diane keaton equally impressive film pacing deliberate never slow building tension suspense throughout set godfather apart gangster film attention detail exploration theme like family loyalty power film present complex nuanced portrayal mafia showing glamorous dangerous aspect organized crime overall godfather cinematic masterpiece deserves acclaim received year mustwatch anyone love great movie timeless classic continue entertain inspire generation come
"The Godfather follows the Corleone crime family as they enter into a dispute between the 5 families.

This movie is insanely well crafted and when you pair that with a phenomenal cast you get what many consider to be the greatest film ever made.

There are really two key stories taking place in this film. First we see the development of Michael Corleone played by Al Pacino, his character is given a great arc in the film and you really get to see the impact that the life of crime has on a person. The second key story is essentially the rest of the Corleone family. Sure we get certain subplots involving different members of the family, but it all is really used to show this life of crime.

If you are someone that has been raised on fast paced blockbusters I suggest you steer clear of this film because you will find it very slow. But if you are someone that loves movies that dive into and explore a character and certain themes, this film is for you. The film does a phenomenal job of having a really straightforward story. We first get introduced to the characters and get a good sense of what makes them tick. As the story progresses it sets up different plot points and conflicts that leave you guessing what exactly is going to happen. These plot points and conflicts are constantly being developed and resolved throughout the film, and when you get to the end it leaves you with a very satisfying conclusion that wraps everything up perfectly.

Overall this is a phenomenal film. The amazing construction of the story paired with an insanely talented cast will please any movie lover.

10/10.",godfather follows corleone crime family enter dispute family movie insanely well crafted pair phenomenal cast get many consider greatest film ever made really two key story taking place film first see development michael corleone played al pacino character given great arc film really get see impact life crime person second key story essentially rest corleone family sure get certain subplots involving different member family really used show life crime someone raised fast paced blockbuster suggest steer clear film find slow someone love movie dive explore character certain theme film film phenomenal job really straightforward story first get introduced character get good sense make tick story progress set different plot point conflict leave guessing exactly going happen plot point conflict constantly developed resolved throughout film get end leaf satisfying conclusion wrap everything perfectly overall phenomenal film amazing construction story paired insanely talented cast please movie lover
"We won't know until about twenty years from now whether the films we watch in the nineties are classics. Personally I think only three can justify such a title so far - Schindler's List, Shawshank Redemption and La Vita e Bella. Three movies without anything missing. Of all the movies in the seventies only two can fill the classic criteria and they share similar titles. Godfather 1 and 2.

People can argue about Jaws and Star Wars but those movies scripts were rubbish. They were all about spectacle. No movie could compare to the quality of the Godfather. In fact the Godfather blows its closest rival out of the water: its closest rival being its sequel.

The Godfather is unlike any movie I ever saw. It begins with a great scene as a man comes to Don Corleone (Marlon Brando) to ask for his help in hurting a guy that has raped his daughter. It is Brando's daughters wedding day and the man who has come to the Godfather never gave Corleone any help before. Brando refuses. It is a brilliant scene introducing us to the world of the Corleone's. We see how ruthless the Godfather can be but we also see his loyalty to his family. It is a scene that will be hard to match in cinema history but Coppola goes on to deliver even more spellbinding scenes. This is the beauty of the Godfather - every single scene is fabulous. No other film can compare to its class.

Some people argue that the Godfather part 2 is better. Not a chance. It's good but it can't compare to this movie.",wont know twenty year whether film watch ninety classic personally think three justify title far schindlers list shawshank redemption la vita e bella three movie without anything missing movie seventy two fill classic criterion share similar title godfather people argue jaw star war movie script rubbish spectacle movie could compare quality godfather fact godfather blow closest rival water closest rival sequel godfather unlike movie ever saw begin great scene man come corleone marlon brando ask help hurting guy raped daughter brandos daughter wedding day man come godfather never gave corleone help brando refuse brilliant scene introducing u world corleones see ruthless godfather also see loyalty family scene hard match cinema history coppola go deliver even spellbinding scene beauty godfather every single scene fabulous film compare class people argue godfather part better chance good cant compare movie
This film is amazing. I watched in my childhood and still.,film amazing watched childhood still
"4/4 ESSENTIAL

The Godfather (1972) took many aspects essential to a film and pushed them past anything that had been done before. This movie takes the Corleone family, a mafia of sorts based out of NY, and creates for them an exclusive atmosphere. We get to see the Corleones in their criminal endeavors, interacting with the other crime families in NY, and working to make their family come out on top completely from their point of view. We never feel anything ""civilian"", nothing ever tugs at you that these people are evil. This is due in part to the phenomenal performances of (specifically) Al Pacino and Marlon Brando.

As far as script, any screenplay that can isolate your conscience and also entertain you is truly Grade A for a movie of this genre. Mario Puzo, of course, had experience with this story as it's based on his novel. That made him the obvious and excellent choice. These characters don't feel like actors at any point, they feel like family. Every member of the family has his own strengths and weakness that develop over the course of the movie, and they balance each other out perfectly. It's rare to find a movie with characters this real... nothing feels forced.

Coppola's keen attention to the smallest details makes this movie even more perfect. Look out for oranges appearing in the movie: they will always foreshadow a death in the Corleone family... He will always accompany the tone with lighting (a perfect example being the beginning sequence, which interchanges the mortician's visit to The Godfather and Connie's wedding with Carlos) and colors (darker shades of yellow and velvet are prevalent in most scenes with Don Corleone). Also, in The Godfather, there is a noticeable camera theme: fading drag-shots. Whenever these montages come up, they are accompanied by a very upbeat melody. Coppola borrows this tactic 11 years later when directing The Outsiders (1983).

The Godfather is a true classic, and my all-time favorite movie. It over-delivers and then some. Make a point to see this epic.",essential godfather took many aspect essential film pushed past anything done movie take corleone family mafia sort based ny creates exclusive atmosphere get see corleones criminal endeavor interacting crime family ny working make family come top completely point view never feel anything civilian nothing ever tug people evil due part phenomenal performance specifically al pacino marlon brando far script screenplay isolate conscience also entertain truly grade movie genre mario puzo course experience story based novel made obvious excellent choice character dont feel like actor point feel like family every member family strength weakness develop course movie balance perfectly rare find movie character real nothing feel forced coppola keen attention smallest detail make movie even perfect look orange appearing movie always foreshadow death corleone family always accompany tone lighting perfect example beginning sequence interchange mortician visit godfather connies wedding carlos color darker shade yellow velvet prevalent scene corleone also godfather noticeable camera theme fading dragshots whenever montage come accompanied upbeat melody coppola borrows tactic year later directing outsider godfather true classic alltime favorite movie overdelivers make point see epic
This one is good but not a 10/10 (at least for me) It's to slow paced just is too long for what is actually happening And after this movie I just feel exhausted it feels like work and not entertainment Maybe it was a revelation back then but if you watch this in your 20s for the first time you may be dissapoited sorry,one good least slow paced long actually happening movie feel exhausted feel like work entertainment maybe revelation back watch first time may dissapoited sorry
"""The Godfather"" left me somewhat dissatisfied, as its deliberate pacing and extended dialogue tended to drag, making it a rather laborious cinematic journey.

While the intricate plot held promise, the delivery lacked the dynamic elements I expected from a movie hailed as a classic. The characters, although richly developed, seemed to progress at a sluggish pace, leaving me wanting more depth and connection.

The film's overall tone, while undoubtedly well-crafted, failed to fully engage me, contributing to an overall sense of detachment. Despite its reputation, ""The Godfather"" fell short of meeting my personal expectations, ultimately resulting in a somewhat disappointing viewing experience.",godfather left somewhat dissatisfied deliberate pacing extended dialogue tended drag making rather laborious cinematic journey intricate plot held promise delivery lacked dynamic element expected movie hailed classic character although richly developed seemed progress sluggish pace leaving wanting depth connection film overall tone undoubtedly wellcrafted failed fully engage contributing overall sense detachment despite reputation godfather fell short meeting personal expectation ultimately resulting somewhat disappointing viewing experience
I cant imagine this masterpiece made in 1972 its sooo good from the actors to the soundtrack to the twists to the mafia feel to the ending every thing was made by genius even it was old movie if you watched it you will fell its like in 2010 it was ahead of its time,cant imagine masterpiece made sooo good actor soundtrack twist mafia feel ending every thing made genius even old movie watched fell like ahead time
"I have to be honest - I first watched this at about 19 years old, and I did not like it much. I thought it was slow, and I missed a lot of the subtleties throughout the movie.

However, having watched it recently at 32, I am more appreciative of the slow-burn classic that this movie is. The acting is superb, and it feels like everything - even scenes, time periods that are left out of the movie - is intentional. The sequel makes this movie experience even better, as it once again makes you ponder the unknown gap between Part 1 and Part 2. Maybe that's addressed in the novels, I don't know.

Furthermore, this movie is complete with an epic finale that still blows my mind. I get so sick of movies that have that 'Stephen King Fizzle' nowadays!",honest first watched year old like much thought slow missed lot subtlety throughout movie however watched recently appreciative slowburn classic movie acting superb feel like everything even scene time period left movie intentional sequel make movie experience even better make ponder unknown gap part part maybe thats addressed novel dont know furthermore movie complete epic finale still blow mind get sick movie stephen king fizzle nowadays
"One of my favorite movies of all time, from the plot to the characters being played and being Italian it's one of those movies I can watch over and over again. Its a true masterpiece of film, its a movie that you can watch a dozen times and never get board of. A timeless masterpiece, initially I was like The Godfather okay this movie sounds good, once I started watching it and getting the knowledge of the movie it was like wow this has to be no.1 movie in the world it was that good. Again one of my favorite all time movies to ever watch.

The cast in this movie was legendary, this movie has inspired many around the world. One of the best ever.

Now here is the thing watching all 3 of them in one day really gets you thinking about the movie in more detail on what it's about instead of just watching one you half to watch all 3 to really get a clear view of what's going to happen.",one favorite movie time plot character played italian one movie watch true masterpiece film movie watch dozen time never get board timeless masterpiece initially like godfather okay movie sound good started watching getting knowledge movie like wow movie world good one favorite time movie ever watch cast movie legendary movie inspired many around world one best ever thing watching one day really get thinking movie detail instead watching one half watch really get clear view whats going happen
Probably the best movie ever made. This kind of movies you can watch over and over without getting bored,probably best movie ever made kind movie watch without getting bored
One of the best movie of all time! Everyone should watch this movie.,one best movie time everyone watch movie
One of the most amazing Movies in the history. Very close to the original source and masterfully done. I believe everyone should check out this masterpiece.,one amazing movie history close original source masterfully done believe everyone check masterpiece
"Childish romantic view of common criminals; in no way equal to ""Goodfella's"" which really captures the truth about the underworld. The director must have been fantasizing about some imaginary Sicilian aristocracy (drinking too much vino), or simply mining a vein he knew would be commercially successful. There are excellent performances by Brando, Pacino and Caan among others, but the operatic excesses of the film make a mockery of reality. The individual performances are wasted. Not unlike ""Apocalypse Now"", ""The Godfather"" is an arrogant film with little genuine substance, and undermines an accurate understanding of the subject matter. It substitutes a yarn for a true story and, while it is entertaining, it contributes to the deterioration of our culture. Like the ""Gladiator"" it grabs your attention, then tells you lies.

""The Godfather"" is the cinematic equivalent of Baroque architecture, excessive, gaudy and not worth the work to create.",childish romantic view common criminal way equal goodfellas really capture truth underworld director must fantasizing imaginary sicilian aristocracy drinking much vino simply mining vein knew would commercially successful excellent performance brando pacino caan among others operatic excess film make mockery reality individual performance wasted unlike apocalypse godfather arrogant film little genuine substance undermines accurate understanding subject matter substitute yarn true story entertaining contributes deterioration culture like gladiator grab attention tell lie godfather cinematic equivalent baroque architecture excessive gaudy worth work create
"I just want to say that is the fantastic movie. If you wonder the old New York and mafias you're not going to be regret for watching this film. In the movie they're summarizing Italian's Life in 30's. Shorn of its gangster trappings, The Godfather is sprawling and soap- operatic in tone. The sprawl is appropriate to its origins as a novel by Mario Puzo, who also co-wrote the screenplay with Coppola. There is a large cast of characters--maybe too large, as it can be difficult to keep track of just who everyone is. Even after you've watched the film a couple times you may find scenes where mobsters seem to spontaneously appear and you catch yourself saying, ""Wait, who is that guy supposed to be again?"" The soap opera angle can be a positive or negative depending on your tastes. I tend to not like soap-operatic stories, but of course Coppola put yummy gangster topping on this one to make it palatable for guys like me. At root, though, The Godfather is concerned with realistic depictions of a very dysfunctional family as they try to make it through life--including marriages, births, adultery, spats between family members, tiffs with others in their community, and so on. My theory is that the soap opera angle accounts for much of the film's appeal. For me, it (and the slight lack of focus from the sprawl) accounts for much of the reason that I barely gave the film a 10.",want say fantastic movie wonder old new york mafia youre going regret watching film movie theyre summarizing italian life shorn gangster trapping godfather sprawling soap operatic tone sprawl appropriate origin novel mario puzo also cowrote screenplay coppola large cast charactersmaybe large difficult keep track everyone even youve watched film couple time may find scene mobster seem spontaneously appear catch saying wait guy supposed soap opera angle positive negative depending taste tend like soapoperatic story course coppola put yummy gangster topping one make palatable guy like root though godfather concerned realistic depiction dysfunctional family try make lifeincluding marriage birth adultery spat family member tiff others community theory soap opera angle account much film appeal slight lack focus sprawl account much reason barely gave film
